450,2208,CA-SK,51.93,-109.13
451,5479,PK-JK,33.85,73.80
454,5610,FR-OCC,42.54,2.12
455,292,US-PA,40.20,-75.18
456,500,PK-PB,29.95,73.25
458,100,US-AK,59.45,-146.31
459,830,UZ-JI,40.74,67.96
460,213,DE-BR,52.12,12.71
461,1426,US-NY,42.09,-78.43
462,1411,VE-G,10.15,-67.93
463,1000,US-IA,41.27,-95.84
464,2634,BR-GO,-16.40,-52.33
465,12,US-FL,27.33,-82.43
468,2126,CL-RM,-33.44,-70.64
469,223,DE-BR,52.48,14.09
470,1116,BF-KOP,11.70,0.15
471,2054,BR-MT,-14.13,-57.36
472,548,US-IL,38.75,-89.67
473,9676,BO-H,-20.83,-64.97
474,440,US-PA,40.22,-77.12
477,1857,SA-10,18.09,47.97
478,268,VE-C,7.36,-68.70
479,1572,JP-11,36.11,138.97
480,169,BD-2,21.43,92.17
481,1450,DE-HE,51.37,9.34
482,3930,IR-11,27.42,62.32
483,306,AU-VIC,-36.09,143.78
484,3819,ZA-GT,-25.48,28.29
488,1293,BR-SP,-21.87,-49.98
489,32,EC-E,0.98,-79.63
491,6777,US-AZ,36.66,-110.76
493,6336,US-MT,46.72,-110.42
495,286,US-AK,61.16,-149.78
496,520,US-CA,35.16,-118.29
498,880,US-TX,33.45,-97.28
499,216,US-MI,44.77,-85.47
500,238,AU-NT,-14.19,130.88
