Zack Snyder's Justice League,2021,Action,8,04:02
Django Unchained,2012,Drama,8,02:45
Hidden,2015,Horror,6,01:24
Goodfellas,1990,Biography,8,02:25
A Hollow Tree,2023,Thriller,8,01:30
Becky,2020,Action,5,01:33
Terminator 2: Judgment Day,1991,Action,8,02:17
Puss in Boots: The Last Wish,2022,Animation,7,01:42
The Grand Budapest Hotel,2014,Adventure,8,01:39
The Mother,2023,Action,5,01:55
The Girl Next Door,2004,Comedy,6,01:49
The Terminator,1984,Action,8,01:47
Guardians of the Galaxy,2014,Action,8,02:01
Village,2023,Drama,5,02:00
Thor: Love and Thunder,2022,Action,6,01:58
Tár,2022,Drama,7,02:38
God Is a Bullet,2023,Action,6,02:36
Blade Runner 2049,2017,Action,8,02:44
Knock at the Cabin,2023,Horror,6,01:40
The Black Demon,2023,Horror,3,01:40
Inglourious Basterds,2009,Adventure,8,02:33
A Beautiful Life,2023,Drama,6,01:38
Back to the Future,1985,Adventure,8,01:56
Bones and All,2022,Drama,6,02:11
The Lord of the Rings: The Fellowship of the Ring,2001,Action,8,02:58
Girl in the Basement,2021,Crime,6,01:28
Terrifier 2,2022,Horror,6,02:18
Top Gun,1986,Action,6,01:49
The Hunger Games,2012,Action,7,02:22
Dazed and Confused,1993,Comedy,7,01:43
Maybe I Do,2023,Comedy,4,01:35
Transformers: The Last Knight,2017,Action,5,02:34
Living,2022,Drama,7,01:42
American Psycho,2000,Crime,7,01:42
The Abyss,1989,Adventure,7,02:20
The Fabelmans,2022,Drama,7,02:31
The Suicide Squad,2021,Action,7,02:12
Surrounded,2023,Western,5,01:40
Fifty Shades of Grey,2015,Drama,4,02:05
The Departed,2006,Crime,8,02:31
The Breakfast Club,1985,Comedy,7,01:37
Tombstone,1993,Biography,7,02:10
Through My Window,2022,Comedy,5,01:56
M3GAN,2022,Horror,6,01:42
Blood & Gold,2023,Action,6,01:38
Glass Onion,2022,Comedy,7,02:19
Spider-Man,2002,Action,7,02:01
Fight Club,1999,Drama,8,02:19
Prisoners,2013,Crime,8,02:33
Knock Knock,2015,Crime,4,01:39
Nope,2022,Horror,6,02:10
Where the Crawdads Sing,2022,Drama,7,02:05
F9: The Fast Saga,2021,Action,5,02:23
Man of Steel,2013,Action,7,02:23
Forrest Gump,1994,Drama,8,02:22
Missing,2023,Drama,7,01:51
Batman & Robin,1997,Action,3,02:05
Mean Girls,2004,Comedy,7,01:37
The Banshees of Inisherin,2022,Comedy,7,01:54
365 Days,2020,Drama,3,01:54
Unbroken,2014,Action,7,02:17
Joker,2019,Crime,8,02:02
Smile,2022,Horror,6,01:55
Black Panther: Wakanda Forever,2022,Action,6,02:41
Captain Marvel,2019,Action,6,02:03
Alien,1979,Horror,8,01:57
Pitch Perfect,2012,Comedy,7,01:52
Gladiator,2000,Action,8,02:35
Spider-Man: Homecoming,2017,Action,7,02:13
The Perfect Find,2023,Comedy,5,01:39
Parasite,2019,Drama,8,02:12
The Ballad of Buster Scruggs,2018,Comedy,7,02:13
The Matrix,1999,Action,8,02:16
Se7en,1995,Crime,8,02:07
Sirf Ek Bandaa Kaafi Hai,2023,Drama,7,02:12
True Lies,1994,Action,7,02:21
The Silence of the Lambs,1991,Crime,8,01:58
Scream,2022,Horror,6,01:54
The Fast and the Furious,2001,Action,6,01:46
Hereditary,2018,Drama,7,02:07
The Fallout,2021,Drama,7,01:36
Old,2021,Drama,5,01:48
Black Adam,2022,Action,6,02:05
Barbarian,2022,Horror,7,01:42
John Wick: Chapter 3 - Parabellum,2019,Action,7,02:10
Arrival,2016,Drama,7,01:56
The Age of Adaline,2015,Drama,7,01:52
47 Ronin,2013,Action,6,02:08
Schindler's List,1993,Biography,9,03:15
Tenet,2020,Action,7,02:30
Weird: The Al Yankovic Story,2022,Comedy,6,01:48
American Pie,1999,Comedy,7,01:35
Aftersun,2022,Drama,7,01:42
Black Swan,2010,Drama,8,01:48
Ready Player One,2018,Action,7,02:20
It,2017,Horror,7,02:15
Moonrise Kingdom,2012,Comedy,7,01:34
Whiplash,2014,Drama,8,01:46
Beautiful Disaster,2023,Drama,5,01:45
Mission: Impossible - Fallout,2018,Action,7,02:27
Mission: Impossible,1996,Action,7,01:50
The Goonies,1985,Adventure,7,01:54
The Prestige,2006,Drama,8,02:10
Meatballs,1979,Comedy,6,01:34
Aliens,1986,Action,8,02:17
After,2019,Drama,5,01:45
The Shining,1980,Drama,8,02:26
Tetris,2023,Biography,7,01:58
Idiocracy,2006,Adventure,6,01:24
The Big Short,2015,Biography,7,02:10
Mad Max: Fury Road,2015,Action,8,02:00
The Gentlemen,2019,Action,7,01:53
The Meg,2018,Action,5,01:53
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action,8,02:23
Juno,2007,Comedy,7,01:36
Hacksaw Ridge,2016,Biography,8,02:19
No Country for Old Men,2007,Crime,8,02:02
John Wick: Chapter 2,2017,Action,7,02:02
The Last Airbender,2010,Action,4,01:43
Shang-Chi and the Legend of the Ten Rings,2021,Action,7,02:12
The Little Mermaid,1989,Animation,7,01:23
Jurassic World Dominion,2022,Action,5,02:27
Master Gardener,2022,Drama,6,01:51
The Mummy,1999,Action,7,02:04
Apocalypse Now,1979,Drama,8,02:27
Oldboy,2003,Action,8,02:00
Influencer,2022,Horror,6,01:32
Bodies Bodies Bodies,2022,Comedy,6,01:34
Drive,2011,Action,7,01:40
Shutter Island,2010,Mystery,8,02:18
Justice League,2017,Action,6,02:00
Nimona,2023,Animation,7,01:41
Léon: The Professional,1994,Action,8,01:50
Transformers: Age of Extinction,2014,Action,5,02:45
Plane,2023,Action,6,01:47
Bumblebee,2018,Action,6,01:54
The Dark Knight Rises,2012,Action,8,02:44
Accepted,2006,Comedy,6,01:33
The Princess Bride,1987,Adventure,8,01:38
Aquaman,2018,Action,6,02:23
Talk to Me,2022,Horror,7,01:34
Curse of the Demon,1957,Fantasy,7,01:35
Three Thousand Years of Longing,2022,Drama,6,01:48
To Kill a Mockingbird,1962,Crime,8,02:09
Guardians of the Galaxy Vol. 2,2017,Action,7,02:16
Batman Returns,1992,Action,7,02:06
Sex Drive,2008,Comedy,6,01:49
Peter Pan & Wendy,2023,Action,4,01:46
Winnie the Pooh: Blood and Honey,2023,Horror,2,01:24
Gone Girl,2014,Drama,8,02:29
Hot Fuzz,2007,Action,7,02:01
The Gray Man,2022,Action,6,02:02
In Time,2011,Action,6,01:49
Fantastic Mr. Fox,2009,Animation,7,01:27
Requiem for a Dream,2000,Drama,8,01:42
Underwater,2020,Action,5,01:35
Scarface,1983,Crime,8,02:50
Don't Look Up,2021,Comedy,7,02:18
No Time to Die,2021,Action,7,02:43
Kingsman: The Secret Service,2014,Action,7,02:09
Taxi Driver,1976,Crime,8,01:54
Fast & Furious,2009,Action,6,01:47
Call Me by Your Name,2017,Drama,7,02:12
Conan the Barbarian,1982,Action,6,02:09
Troy,2004,Drama,7,02:43
Beetlejuice,1988,Comedy,7,01:32
Blade Runner,1982,Action,8,01:57
Dune,1984,Action,6,02:17
Captain America: The First Avenger,2011,Action,6,02:04
Twilight,2008,Drama,5,02:02
Batman Forever,1995,Action,5,02:01
Magic Mike's Last Dance,2023,Comedy,5,01:52
The Deer Hunter,1978,Drama,8,03:03
Grown Ups 2,2013,Comedy,5,01:41
The Notebook,2004,Drama,7,02:03
To Leslie,2022,Drama,7,01:59
Polite Society,2023,Action,6,01:44
The Incredible Hulk,2008,Action,6,01:52
Iron Man,2008,Action,7,02:06
Get Out,2017,Horror,7,01:44
Batman Begins,2005,Action,8,02:20
Casablanca,1942,Drama,8,01:42
12 Angry Men,1957,Crime,9,01:36
Grown Ups,2010,Comedy,5,01:42
Knives Out,2019,Comedy,7,02:10
Kindergarten Cop,1990,Action,6,01:51
All Quiet on the Western Front,2022,Action,7,02:28
Champions,2023,Comedy,6,02:04
Terrifier,2016,Horror,5,01:25
Nobody,2021,Action,7,01:32
American Beauty,1999,Drama,8,02:02
Saving Private Ryan,1998,Drama,8,02:49
Fool's Paradise,2023,Comedy,4,01:38
Slap Shot,1977,Comedy,7,02:03
The Northman,2022,Action,7,02:17
Insidious,2010,Horror,6,01:43
Just Go with It,2011,Comedy,6,01:57
The Lost King,2022,Comedy,6,01:48
The Big Lebowski,1998,Comedy,8,01:57
White Men Can't Jump,2023,Comedy,5,01:41
10 Things I Hate About You,1999,Comedy,7,01:37
A League of Their Own,1992,Comedy,7,02:08
Tiptoes,2002,Comedy,4,01:30
Catch Me If You Can,2002,Biography,8,02:21
Avengers: Infinity War,2018,Action,8,02:29
Transformers: Dark of the Moon,2011,Action,6,02:34
The Help,2011,Drama,8,02:26
American History X,1998,Crime,8,01:59
Death on the Nile,2022,Crime,6,02:07
Good Will Hunting,1997,Drama,8,02:06
Shazam!,2019,Action,7,02:12
Suicide Squad,2016,Action,5,02:03
Amsterdam,2022,Comedy,6,02:14
The Lion King,1994,Animation,8,01:28
Up,2009,Animation,8,01:36
The Godfather Part II,1974,Crime,9,03:22
Batman v Superman: Dawn of Justice,2016,Action,6,02:31
A Serbian Film,2010,Horror,5,01:44
The Exorcist,1973,Horror,8,02:02
Dunkirk,2017,Action,7,01:46
Pride & Prejudice,2005,Drama,7,02:09
The Hangover,2009,Comedy,7,01:40
Cars,2006,Animation,7,01:57
Tusk,2014,Comedy,5,01:42
Siya,2022,Crime,8,01:57
The Fifth Element,1997,Action,7,02:06
Kick-Ass,2010,Action,7,01:57
Commando,1985,Action,6,01:30
Eyes Wide Shut,1999,Drama,7,02:39
The Hateful Eight,2015,Crime,7,02:48
Red Sparrow,2018,Action,6,02:20
Forever My Girl,2018,Comedy,6,01:48
The Incredibles,2004,Animation,8,01:55
Star Wars: Episode IV - A New Hope,1977,Action,8,02:01
The Avengers,2012,Action,8,02:23
RRR,2022,Action,7,03:07
Prometheus,2012,Adventure,7,02:04
The Lord of the Rings: The Return of the King,2003,Action,9,03:21
A Clockwork Orange,1971,Crime,8,02:16
The Dreamers,2003,Drama,7,01:55
Twins,1988,Comedy,6,01:47
The Royal Tenenbaums,2001,Comedy,7,01:50
The King's Man,2021,Action,6,02:11
Greatest Days,2023,Comedy,6,01:52
Eternals,2021,Action,6,02:36
Sing 2,2021,Animation,7,01:50
Terminator: Dark Fate,2019,Action,6,02:08
The Evil Dead,1981,Horror,7,01:25
Nymphomaniac: Vol. I,2013,Drama,6,01:57
Me Before You,2016,Drama,7,01:46
Doctor Strange in the Multiverse of Madness,2022,Action,6,02:06
Memento,2000,Mystery,8,01:53
Knight and Day,2010,Action,6,01:49
The Outsiders,1983,Crime,7,01:31
Teeth,2007,Comedy,5,01:34
Deadpool,2016,Action,8,01:48
Inside Out,2015,Animation,8,01:35
2001: A Space Odyssey,1968,Adventure,8,02:29
Ghostbusters,1984,Action,7,01:45
The Woman King,2022,Action,6,02:15
The Tank,2023,Horror,4,01:40
Scream,1996,Horror,7,01:51
Encanto,2021,Animation,7,01:42
The Truman Show,1998,Comedy,8,01:43
Edge of Tomorrow,2014,Action,7,01:53
Mortal Kombat,2021,Action,6,01:50
Mission: Impossible - Rogue Nation,2015,Action,7,02:11
Superbad,2007,Comedy,7,01:53
Spider-Man 3,2007,Action,6,02:19
The Choice,2016,Drama,6,01:51
La La Land,2016,Comedy,8,02:08
Prey,2022,Action,7,01:40
Harry Potter and the Goblet of Fire,2005,Adventure,7,02:37
Braveheart,1995,Biography,8,02:58
Lolita,1997,Drama,6,02:17
Thor,2011,Action,7,01:55
Uncharted,2022,Action,6,01:56
Full Metal Jacket,1987,Drama,8,01:56
Spirited Away,2001,Animation,8,02:05
The Pale Blue Eye,2022,Crime,6,02:08
Do the Right Thing,1989,Comedy,8,02:00
Ticket to Paradise,2022,Comedy,6,01:44
Wonder Woman,2017,Action,7,02:21
Triangle,2009,Fantasy,6,01:39
1917,2019,Action,8,01:59
Black Mirror: Bandersnatch,2018,Drama,7,01:30
What Lies Below,2020,Drama,4,01:27
Moana,2016,Animation,7,01:47
Superman,1978,Action,7,02:23
Creed,2015,Action,7,02:13
The Magnificent Seven,1960,Action,7,02:08
Stand by Me,1986,Adventure,8,01:29
Grease,1978,Comedy,7,01:50
Ratatouille,2007,Animation,8,01:51
Doctor Sleep,2019,Drama,7,02:32
Eternal Sunshine of the Spotless Mind,2004,Drama,8,01:48
Ford v Ferrari,2019,Action,8,02:32
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Action,6,02:09
Matilda,1996,Comedy,7,01:42
Deadpool 2,2018,Action,7,01:59
Live and Let Die,1973,Action,6,02:01
The Lion King,2019,Animation,6,01:58
The Perks of Being a Wallflower,2012,Drama,7,01:43
Wrath of Man,2021,Action,7,01:59
The Greatest Showman,2017,Biography,7,01:45
Violent Night,2022,Action,6,01:52
Not Another Teen Movie,2001,Comedy,5,01:29
Hulk,2003,Action,5,02:18
Happy Gilmore,1996,Comedy,7,01:32
Mission: Impossible - Ghost Protocol,2011,Action,7,02:12
Gumraah,2023,Action,6,02:10
The Conjuring,2013,Horror,7,01:52
Baby Driver,2017,Action,7,01:53
Gifted,2017,Drama,7,01:41
Green Book,2018,Biography,8,02:10
One Flew Over the Cuckoo's Nest,1975,Drama,8,02:13
Blazing Saddles,1974,Comedy,7,01:33
Free Guy,2021,Action,7,01:55
The Usual Suspects,1995,Crime,8,01:46
Elvis,2022,Biography,7,02:39
Evil Dead,2013,Horror,6,01:31
Furious 7,2015,Action,7,02:17
National Lampoon's Vacation,1983,Adventure,7,01:38
Wildflower,2022,Comedy,6,01:45
Hook,1991,Adventure,6,02:22
Burn,2019,Comedy,5,01:28
Sicario,2015,Action,7,02:01
Rocky,1976,Drama,8,02:00
The Year I Started Masturbating,2022,Comedy,5,01:38
Kids,1995,Drama,7,01:31
300,2006,Action,7,01:57
Black Hawk Down,2001,Action,7,02:24
End of Days,1999,Action,5,02:02
Hidden Figures,2016,Biography,7,02:07
Starship Troopers,1997,Action,7,02:09
Scott Pilgrim vs. the World,2010,Action,7,01:52
In the Heart of the Sea,2015,Action,6,02:02
About Time,2013,Comedy,7,02:03
Jurassic World,2015,Action,6,02:04
Fear the Invisible Man,2023,Thriller,3,01:40
Zara Hatke Zara Bachke,2023,Comedy,7,02:12
Transformers: Revenge of the Fallen,2009,Action,5,02:29
The Apology,2022,Thriller,5,01:32
Once Upon a Time in America,1984,Crime,8,03:49
The Blue Lagoon,1980,Adventure,5,01:44
The Nice Guys,2016,Action,7,01:56
Rushmore,1998,Comedy,7,01:33
Fast Times at Ridgemont High,1982,Comedy,7,01:30
Mulholland Drive,2001,Drama,7,02:27
The Thing,1982,Horror,8,01:49
From Dusk Till Dawn,1996,Action,7,01:48
Predator,1987,Action,7,01:47
Fast Five,2011,Action,7,02:10
Ocean's Eleven,2001,Crime,7,01:56
Snatch,2000,Comedy,8,01:42
Pleasure,2021,Drama,6,01:49
Last Action Hero,1993,Action,6,02:10
Black Panther,2018,Action,7,02:14
Ghostbusters: Afterlife,2021,Adventure,7,02:04
The Son,2022,Drama,6,02:03
Vicky Cristina Barcelona,2008,Comedy,7,01:36
Howl's Moving Castle,2004,Animation,8,01:59
Night at the Museum,2006,Adventure,6,01:48
Her,2013,Drama,8,02:06
Amadeus,1984,Biography,8,02:40
Casino,1995,Crime,8,02:58
Venom,2018,Action,6,01:52
Office Space,1999,Comedy,7,01:29
Jack Reacher,2012,Action,7,02:10
The Irishman,2019,Biography,7,03:29
The Social Network,2010,Biography,7,02:00
The Day the Earth Stood Still,2008,Adventure,5,01:44
City of God,2002,Crime,8,02:10
Mamma Mia!,2008,Comedy,6,01:48
Love Again,2023,Comedy,5,01:44
Little Women,2019,Drama,7,02:15
Toy Story,1995,Animation,8,01:21
Tropic Thunder,2008,Action,7,01:47
Women Talking,2022,Drama,6,01:44
Scary Movie,2000,Comedy,6,01:28
Pretty Woman,1990,Comedy,7,01:59
The Devil's Advocate,1997,Drama,7,02:24
Secretary,2002,Comedy,6,01:47
Ready or Not,2019,Action,6,01:35
Reservoir Dogs,1992,Crime,8,01:39
True Romance,1993,Crime,7,01:59
The Witch,2015,Drama,7,01:32
The Life Aquatic with Steve Zissou,2004,Action,7,01:59
The Lost World: Jurassic Park,1997,Action,6,02:09
Watchmen,2009,Action,7,02:42
Independence Day,1996,Action,7,02:25
Zootopia,2016,Animation,8,01:48
The Parent Trap,1998,Adventure,6,02:08
The Amazing Spider-Man,2012,Action,6,02:16
Instant Family,2018,Comedy,7,01:58
Tin & Tina,2023,Horror,4,01:59
Bad Times at the El Royale,2018,Crime,7,02:21
The Kerala Story,2023,Drama,7,02:18
Harry Potter and the Deathly Hallows: Part 2,2011,Adventure,8,02:10
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,Animation,7,01:50
RoboCop,1987,Action,7,01:42
American Graffiti,1973,Comedy,7,01:50
A Knight's Tale,2001,Action,6,02:12
Supergirl,1984,Action,4,02:04
Shooter,2007,Action,7,02:04
X-Men: Days of Future Past,2014,Action,7,02:12
Donnie Darko,2001,Drama,8,01:53
The Wicker Man,1973,Horror,7,01:28
The Handmaiden,2016,Drama,8,02:25
Triple Frontier,2019,Action,6,02:05
Beauty and the Beast,2017,Adventure,7,02:09
There's Something Wrong with the Children,2023,Horror,4,01:32
Murder Mystery 2,2023,Action,5,01:30
The Fate of the Furious,2017,Action,6,02:16
Creed II,2018,Action,7,02:10
Harry Potter and the Chamber of Secrets,2002,Adventure,7,02:41
The Fast and the Furious: Tokyo Drift,2006,Action,6,01:44
X-Men,2000,Action,7,01:44
Harry Potter and the Prisoner of Azkaban,2004,Adventure,7,02:22
Somewhere in Queens,2022,Comedy,6,01:46
How the West Was Won,1962,Drama,7,02:44
The Black Phone,2021,Horror,6,01:43
Alien: Covenant,2017,Horror,6,02:02
Split,2016,Horror,7,01:57
American Hustle,2013,Crime,7,02:18
Last Night in Soho,2021,Drama,7,01:56
Vacation,2015,Adventure,6,01:39
Star Trek,2009,Action,7,02:07
Ferris Bueller's Day Off,1986,Comedy,7,01:43
Basic Instinct,1992,Drama,7,02:07
The Drop,2014,Crime,7,01:46
Crazy Rich Asians,2018,Comedy,6,02:00
Finding Nemo,2003,Animation,8,01:40
Red Notice,2021,Action,6,01:58
Black Widow,2021,Action,6,02:14
2018,2023,Action,8,02:30
Silver Linings Playbook,2012,Comedy,7,02:02
Zodiac,2007,Crime,7,02:37
Luther: The Fallen Sun,2023,Crime,6,02:09
Hercules,1997,Animation,7,01:33
Men,2022,Drama,6,01:40
The Cell,2000,Crime,6,01:47
Spider-Man: Far from Home,2019,Action,7,02:09
Star Wars: Episode I - The Phantom Menace,1999,Action,6,02:16
Fantastic Beasts: The Secrets of Dumbledore,2022,Adventure,6,02:22
Moonfall,2022,Action,5,02:10
Annihilation,2018,Adventure,6,01:55
The Hunt,2020,Action,6,01:30
Flaxy Martin,1949,Crime,6,01:26
Rogue One: A Star Wars Story,2016,Action,7,02:13
Mission: Impossible III,2006,Action,6,02:06
But I'm a Cheerleader,1999,Comedy,6,01:25
Blue Is the Warmest Colour,2013,Drama,7,03:00
Wind River,2017,Crime,7,01:47
The Rocky Horror Picture Show,1975,Comedy,7,01:40
The Martian,2015,Adventure,8,02:24
Bring It On,2000,Comedy,6,01:38
The Day After Tomorrow,2004,Action,6,02:04
Boogie Nights,1997,Drama,7,02:35
Let Him Go,2020,Crime,6,01:53
The Ring,2002,Horror,7,01:55
Avengers: Age of Ultron,2015,Action,7,02:21
Purple Hearts,2022,Drama,6,02:02
Clueless,1995,Comedy,6,01:37
Lie with Me,2005,Drama,5,01:33
Morbius,2022,Action,5,01:44
Aladdin,2019,Adventure,6,02:08
Spider-Man 2,2004,Action,7,02:07
Casino Royale,2006,Action,8,02:24
Malena,2000,Drama,7,01:48
Kill Bill: Vol. 1,2003,Action,8,01:51
Gods of Egypt,2016,Action,5,02:07
Anna,2019,Action,6,01:58
Blonde,2022,Drama,5,02:47
The Matrix Resurrections,2021,Action,5,02:28
Kingdom of Heaven,2005,Action,7,02:24
A Good Person,2023,Drama,7,02:08
Mrs. Harris Goes to Paris,2022,Comedy,7,01:55
Logan,2017,Action,8,02:17
Bridesmaids,2011,Comedy,6,02:05
A Simple Favor,2018,Comedy,6,01:57
National Lampoon's Animal House,1978,Comedy,7,01:49
Coco,2017,Animation,8,01:45
My Cousin Vinny,1992,Comedy,7,02:00
Charlie and the Chocolate Factory,2005,Adventure,6,01:55
The Pianist,2002,Biography,8,02:30
The Curious Case of Benjamin Button,2008,Drama,7,02:46
White Chicks,2004,Comedy,5,01:49
Les Misérables,2012,Drama,7,02:38
Sleeping Beauty,2011,Drama,5,01:41
Romeo + Juliet,1996,Drama,6,02:00
Psycho,1960,Horror,8,01:49
The Girl on the Train,2016,Crime,6,01:52
It Chapter Two,2019,Drama,6,02:49
Play Dead,2022,Horror,5,01:46
Bros,2022,Comedy,6,01:55
Lady Chatterley's Lover,2022,Drama,6,02:06
Kong: Skull Island,2017,Action,6,01:58
Twister,1996,Action,6,01:53
Before Sunrise,1995,Drama,8,01:41
L.A. Confidential,1997,Crime,8,02:18
You People,2023,Comedy,5,01:57
A Beautiful Mind,2001,Biography,8,02:15
Fast & Furious 6,2013,Action,7,02:10
Come and See,1985,Drama,8,02:22
The Bad Guys,2022,Animation,6,01:40
Venom: Let There Be Carnage,2021,Action,5,01:37
CODA,2021,Comedy,8,01:51
Hannibal,2001,Crime,6,02:11
Pearl Harbor,2001,Action,6,03:03
Bram Stoker's Dracula,1992,Drama,7,02:08
Greenland,2020,Action,6,01:59
Almost Famous,2000,Adventure,7,02:02
Isle of Dogs,2018,Animation,7,01:41
Godzilla vs. Kong,2021,Action,6,01:53
The Last Kingdom: Seven Kings Must Die,2023,Action,6,01:51
The Karate Kid,1984,Action,7,02:06
Fury,2014,Action,7,02:14
Book Club: The Next Chapter,2023,Comedy,5,01:47
Valerian and the City of a Thousand Planets,2017,Action,6,02:16
Army of Darkness,1992,Comedy,7,01:21
The Maze Runner,2014,Action,6,01:53
Incredibles 2,2018,Animation,7,01:58
Conan the Destroyer,1984,Action,5,01:43
Boxing Helena,1993,Drama,4,01:47
Roald Dahl's Matilda the Musical,2022,Comedy,7,01:57
A Quiet Place,2018,Drama,7,01:30
Trainspotting,1996,Drama,8,01:33
The Sixth Sense,1999,Drama,8,01:47
The War Zone,1999,Drama,7,01:38
The Cabin in the Woods,2011,Horror,7,01:35
Mission: Impossible II,2000,Action,6,02:03
The Princess Diaries,2001,Comedy,6,01:55
Murder on the Orient Express,2017,Crime,6,01:54
A Time to Kill,1996,Crime,7,02:29
Point Break,1991,Action,7,02:02
Love Actually,2003,Comedy,7,02:15
Moneyball,2011,Biography,7,02:13
Lost in Translation,2003,Comedy,7,01:42
Hamilton,2020,Biography,8,02:40
Barbarella,1968,Adventure,5,01:38
Batman v Superman: Dawn of Justice (Ultimate Edition),2016,Action,7,03:02
Ted,2012,Comedy,6,01:46
Terminator Genisys,2015,Action,6,02:06
The Hunt,2012,Drama,8,01:55
Jumanji: Welcome to the Jungle,2017,Action,6,01:59
Licorice Pizza,2021,Comedy,7,02:13
Ex Machina,2014,Drama,7,01:48
Mad Heidi,2022,Action,5,01:32
The Lorax,2012,Animation,6,01:26
